Date,SPY,EFA,AGG,VNQ,GSG,FXE,EEM,GLD,TIP,LQD,USO,UNG,HYG,IWM,QQQ
2000-04-20,91.34457397460938,,,,,,,,,,,,,,73.87398529052734
2000-04-24,90.35214233398438,,,,,,,,,,,,,,71.75727081298828
2000-04-25,94.10358428955078,,,,,,,,,,,,,,76.59928894042969
2000-04-26,93.0416259765625,,,,,,,,,,,,,,73.9798355102539
2000-04-27,92.73396301269531,,,,,,,,,,,,,,77.26079559326172
2000-04-28,92.15840911865234,,,,,,,,,,,,,,80.22420501708984
2000-05-01,93.40887451171875,,,,,,,,,,,,,,80.96507263183594
2000-05-02,91.5430679321289,,,,,,,,,,,,,,76.30824279785156
2000-05-03,89.39940643310547,,,,,,,,,,,,,,75.4615249633789
2000-05-04,90.07422637939453,,,,,,,,,,,,,,75.62031555175781
2000-05-05,91.16595458984375,,,,,,,,,,,,,,77.4195327758789
2000-05-08,90.48114013671875,,,,,,,,,,,,,,74.40315246582031
2000-05-09,89.75664520263672,,,,,,,,,,,,,,72.81565856933594
2000-05-10,87.73206329345703,,,,,,,,,,,,,,67.52379608154297
2000-05-11,89.73681640625,,,,,,,,,,,,,,71.65142822265625
2000-05-12,90.70947265625,,,,,,,,,,,,,,71.65142822265625
2000-05-15,92.27749633789062,,,,,,,,,,,,,,74.77362060546875
2000-05-16,93.17066955566406,,,,,,,,,,,,,,76.8903579711914
2000-05-17,92.19805145263672,,,,,,,,,,,,,,75.30278778076172
2000-05-18,91.06671142578125,,,,,,,,,,,,,,72.6039810180664
2000-05-19,89.6375732421875,,,,,,,,,,,,,,69.16425323486328
2000-05-22,88.96272277832031,,,,,,,,,,,,,,69.11134338378906
2000-05-23,87.65266418457031,,,,,,,,,,,,,,63.34326934814453
2000-05-24,89.0818099975586,,,,,,,,,,,,,,67.31212615966797
2000-05-25,87.55345916748047,,,,,,,,,,,,,,65.83039093017578
2000-05-26,87.65266418457031,,,,,,,,,,,,,32.92914962768555,65.83039093017578
2000-05-30,90.51094818115234,,,,,,,,,,,,,34.144561767578125,72.44519805908203
2000-05-31,90.70947265625,,,,,,,,,,,,,34.26833724975586,70.38136291503906
2000-06-01,92.29728698730469,,,,,,,,,,,,,35.04487991333008,73.9798355102539
2000-06-02,93.90505981445312,,,,,,,,,,,,,36.86803436279297,79.27166748046875
2000-06-05,93.4485855102539,,,,,,,,,,,,,36.73296356201172,79.4701156616211
2000-06-06,93.03173828125,,,,,,,,,,,,,37.093116760253906,77.26079559326172
2000-06-07,93.67681121826172,,,,,,,,,,,,,37.13811111450195,79.3246078491211
2000-06-08,93.30965423583984,,,,,,,,,,,,,37.0481071472168,78.95417785644531
2000-06-09,93.11113739013672,,,,,,,,,,,,,37.70081329345703,79.37752532958984
2000-06-12,92.0194320678711,,,,,,,,,,,,,36.581050872802734,76.8374252319336
2000-06-13,93.74626922607422,,,,,,,,,,,,,37.0481071472168,79.80082702636719
2000-06-14,93.90505981445312,,,,,,,,,,,,,36.86803436279297,78.00164031982422
2000-06-15,94.10358428955078,,,,,,,,,,,,,36.91303634643555,79.37752532958984
2000-06-16,93.33036041259766,,,,,,,,,,,,,36.71047592163086,79.80082702636719
2000-06-19,94.5240707397461,,,,,,,,,,,,,37.63330078125,82.97594451904297
2000-06-20,94.1858901977539,,,,,,,,,,,,,37.88087463378906,82.65841674804688
2000-06-21,94.14608764648438,,,,,,,,,,,,,38.082664489746094,83.71682739257812
2000-06-22,92.71358489990234,,,,,,,,,,,,,36.93411636352539,80.64753723144531
2000-06-23,91.91775512695312,,,,,,,,,,,,,36.68639373779297,77.47246551513672
2000-06-26,93.10153198242188,,,,,,,,,,,,,37.13681411743164,79.58919525146484
2000-06-27,92.41514587402344,,,,,,,,,,,,,36.5512809753418,78.63665008544922
2000-06-28,92.67378997802734,,,,,,,,,,,,,37.474613189697266,79.58919525146484
2000-06-29,91.79838562011719,,,,,,,,,,,,,36.88909912109375,77.5915298461914
2000-06-30,92.49473571777344,,,,,,,,,,,,,37.24376678466797,79.1129150390625
2000-07-03,93.7680892944336,,,,,,,,,,,,,37.76738739013672,80.64753723144531
2000-07-05,92.07688903808594,,,,,,,,,,,,,37.3394775390625,77.52535247802734
2000-07-06,92.7931900024414,,,,,,,,,,,,,37.77865982055664,79.58919525146484
2000-07-07,94.28533935546875,,,,,,,,,,,,,38.01510238647461,81.22966766357422
2000-07-10,94.12617492675781,,,,,,,,,,,,,38.26284408569336,79.99927520751953
2000-07-11,94.32515716552734,,,,,,,,,,,,,38.21778106689453,80.43588256835938
2000-07-12,94.94190216064453,,,,,,,,,,,,,38.98351287841797,82.34095001220703
2000-07-13,95.35970306396484,,,,,,,,,,,,,39.10737609863281,83.3993148803711
2000-07-14,96.2947769165039,,,,,,,,,,,,,39.14112854003906,85.1985092163086
2000-07-17,96.13557434082031,,,,,,,,,,,,,39.276275634765625,86.15105438232422
2000-07-18,95.34979248046875,,,,,,,,,,,,,38.60063552856445,84.24598693847656
2000-07-19,94.5837631225586,,,,,,,,,,,,,37.92503356933594,82.34095001220703
2000-07-20,95.8968505859375,,,,,,,,,,,,,38.555599212646484,84.98686218261719
2000-07-21,94.0267105102539,,,,,,,,,,,,,37.497135162353516,82.12926483154297
2000-07-24,93.48948669433594,,,,,,,,,,,,,36.95100402832031,80.43588256835938
2000-07-25,93.78797912597656,,,,,,,,,,,,,37.02418899536133,81.07085418701172
2000-07-26,92.87271881103516,,,,,,,,,,,,,36.95663070678711,80.96507263183594
2000-07-27,92.55439758300781,,,,,,,,,,,,,35.94319534301758,77.78996276855469
2000-07-28,90.46537780761719,,,,,,,,,,,,,35.3126220703125,73.55648803710938
2000-07-31,91.0423812866211,,,,,,,,,,,,,36.213436126708984,75.72615051269531
2000-08-01,91.59941864013672,,,,,,,,,,,,,35.97697067260742,74.720703125
2000-08-02,92.05702209472656,,,,,,,,,,,,,36.033267974853516,73.39774322509766
2000-08-03,92.69366455078125,,,,,,,,,,,,,36.01075744628906,76.57279968261719
2000-08-04,93.19107818603516,,,,,,,,,,,,,36.19092559814453,76.30824279785156
